,Region/s,Bound/s,Year/s,Access Url/s,Variations
123,CA_Scripps-Sep,"[[-13122747, 3874444, -43038, -13036569, 3960622, 43140], [-13179598, 3835599, -81035, -13017394, 3997803, 81169]]","['2002', '2004']","['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CA_Scripps-Sep_2002/ept.json', 'https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CA_Scripps-Sep_2004/ept.json']",2
124,CO_ArkansasValley,"[[-11904580, 4599366, -88067, -11722618, 4781328, 93895]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_ArkansasValley_2010/ept.json'],1
125,CO_CentralEasternPlains_1,"[[-11546070, 4744243, -92490, -11358496, 4931817, 95084]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_CentralEasternPlains_1_2020/ept.json'],1
126,CO_CentralEasternPlains_2,"[[-11585454, 4538047, -112289, -11358334, 4765167, 114831]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_CentralEasternPlains_2_2020/ept.json'],1
127,CO_Eastern_B1,"[[-11682481, 4886383, -80153, -11517453, 5051411, 84875]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_B1_2018/ept.json'],1
128,CO_Eastern_B2_QL1_Central,"[[-11672694, 4829188, -13194, -11641506, 4860376, 17994]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_B2_QL1_Central_2018/ept.json'],1
129,CO_Eastern_B2_QL2_Central,"[[-11684017, 4764307, -10645, -11657271, 4791053, 16101]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_B2_QL2_Central_2018/ept.json'],1
130,CO_Eastern_B2_QL2_North,"[[-11678405, 4797138, -78036, -11517461, 4958082, 82908]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_B2_QL2_North_2018/ept.json'],1
131,CO_Eastern_B3,"[[-11651193, 4693403, -81574, -11482925, 4861671, 86694]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_B3_2018/ept.json'],1
132,CO_Eastern_B4,"[[-11583121, 4640975, -47369, -11483895, 4740201, 51857]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_B4_2018/ept.json'],1
133,CO_Eastern_B5,"[[-11695280, 4498698, -87226, -11510104, 4683874, 97950]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_B5_2018/ept.json'],1
134,CO_Eastern_South_Priority2,"[[-11727743, 4478778, -32129, -11652623, 4553898, 42991]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Eastern_South_Priority2_2018/ept.json'],1
135,CO_NESEColorado_1,"[[-11510558, 4541323, -74498, -11359336, 4692545, 76724]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_NESEColorado_1_2019/ept.json'],1
136,CO_NESEColorado_2,"[[-11616236, 4436841, -70531, -11471416, 4581661, 74289]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_NESEColorado_2_2019/ept.json'],1
137,CO_NESEColorado_3,"[[-11489783, 4437974, -71925, -11343481, 4584276, 74377]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_NESEColorado_3_2019/ept.json'],1
138,CO_NESEColorado_4,"[[-11530831, 4870303, -84188, -11360121, 5041013, 86522]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_NESEColorado_4_2019/ept.json'],1
139,CO_San-Luis-Valley,"[[-11865680, 4438025, -80639, -11698122, 4605583, 86919]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_San-Luis-Valley_2011/ept.json'],1
140,CO_SanLuisJuanMiguel_1,"[[-11801733, 4417874, -44825, -11705645, 4513962, 51263]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_SanLuisJuanMiguel_1_2020/ept.json'],1
141,CO_SanLuisJuanMiguel_2,"[[-11964549, 4623599, -83182, -11794023, 4794125, 87344]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_SanLuisJuanMiguel_2_2020/ept.json'],1
142,CO_SanLuisJuanMiguel_3,"[[-11980275, 4436869, -97144, -11778307, 4638837, 104824]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_SanLuisJuanMiguel_3_2020/ept.json'],1
143,CO_Southwest_NRCS_B1,"[[-12140441, 4380106, -119169, -11897477, 4623070, 123795]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Southwest_NRCS_B1_2018/ept.json'],1
144,CO_Southwest_NRCS_B2,"[[-12066019, 4477905, -76180, -11908577, 4635347, 81262]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Southwest_NRCS_B2_2018/ept.json'],1
145,CO_Southwest_NRCS_B3,"[[-12063686, 4375801, -103405, -11851610, 4587877, 108671]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Southwest_NRCS_B3_2018/ept.json'],1
146,CO_Southwest_NRCS_TL,"[[-12140481, 4353627, -115237, -11905293, 4588815, 119951]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_Southwest_NRCS_TL_2018/ept.json'],1
147,CO_WestCentral,"[[-12021315, 4584847, -102219, -11814971, 4791191, 104125]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CO_WestCentral_2019/ept.json'],1
148,CT_Statewide_B1,"[[-8208574, 4982121, -57796, -8092404, 5098291, 58374]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CT_Statewide_B1_2016/ept.json'],1
149,CT_Statewide_B2,"[[-8092424, 5018055, -50459, -7990694, 5119785, 51271]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CT_Statewide_B2_2016/ept.json'],1
150,CT_Statewide_B3,"[[-8187799, 5041877, -47583, -8092383, 5137293, 47833]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CT_Statewide_B3_2016/ept.json'],1
151,CT_Statewide_B4,"[[-8092392, 5061435, -50695, -7990328, 5163499, 51369]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CT_Statewide_B4_2016/ept.json'],1
152,CT_Statewide_B5,"[[-8185138, 5078466, -46224, -8092360, 5171244, 46554]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CT_Statewide_B5_2016/ept.json'],1
153,CT_Statewide_B6,"[[-8092372, 5097146, -50400, -7991030, 5198488, 50942]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CT_Statewide_B6_2016/ept.json'],1
154,CT_Statewide_B7,"[[-8183333, 5110514, -45131, -8092345, 5201502, 45857]]",['2016'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/CT_Statewide_B7_2016/ept.json'],1
155,FL_CharlotteCounty,"[[-9169596, 3059567, -44738, -9079122, 3150041, 45736]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_CharlotteCounty_2007/ept.json'],1
156,FL_ClayPutnam,"[[-9146586, 3418808, -55500, -9035510, 3529884, 55576]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_ClayPutnam_2007/ept.json'],1
157,FL_DuvalCo,"[[-9135441, 3509122, -39662, -9057833, 3586730, 37946]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_DuvalCo_2007/ept.json'],1
158,FL_Elgin,"[[-9609495, 3562883, -12280, -9586185, 3586193, 11030]]",['2006-2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Elgin_2006-2008/ept.json'],1
159,FL_EscambiaCo,"[[-9758757, 3538483, -47437, -9663447, 3633793, 47873]]",['2006'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_EscambiaCo_2006/ept.json'],1
160,FL_FlaglerCo,"[[-9073296, 3416733, -24213, -9028176, 3461853, 20907]]",['2004'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_FlaglerCo_2004/ept.json'],1
161,FL_FranklinCo,"[[-9602960, 3449192, -116331, -9369786, 3682366, 116843]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_FranklinCo_2007/ept.json'],1
162,FL_Gulf,"[[-9523917, 3457785, -37320, -9449557, 3532145, 37040]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Gulf_2007/ept.json'],1
163,FL_HerbHooverDike,"[[-9053159, 3030661, -66516, -8920057, 3163763, 66586]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_HerbHooverDike_2007/ept.json'],1
164,FL_HillsboroughCo-Lot2,"[[-9202888, 3226426, -26022, -9149288, 3280026, 27578]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_HillsboroughCo-Lot2_2011/ept.json'],1
165,FL_HillsboroughCo,"[[-9204615, 3204591, -28929, -9145763, 3263443, 29923]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_HillsboroughCo_2007/ept.json'],1
166,FL_HurricaneMichael_2,"[[-9360078, 3544362, -22512, -9313758, 3590682, 23808]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_HurricaneMichael_2_2020/ept.json'],1
167,FL_IndianRiver,"[[-8977054, 3192424, -19520, -8937180, 3232298, 20354]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_IndianRiver_2007/ept.json'],1
168,FL_JeffersonCo-North,"[[-9360998, 3538821, -28856, -9305116, 3594703, 27026]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_JeffersonCo-North_2007/ept.json'],1
169,FL_LeeCounty,"[[-9159302, 3027029, -39592, -9079122, 3107209, 40588]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_LeeCounty_2007/ept.json'],1
170,FL_LeonCo,"[[-9430548, 3524205, -40523, -9348230, 3606523, 41795]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_LeonCo_2009/ept.json'],1
171,FL_ManateeCo,"[[-9214527, 3164180, -27878, -9157773, 3220934, 28876]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_ManateeCo_2007/ept.json'],1
172,FL_NWFWMD_5-Counties,"[[-9578282, 3513357, -67458, -9442978, 3648661, 67846]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_NWFWMD_5-Counties_2007/ept.json'],1
173,FL_NassauCo,"[[-9114459, 3541515, -25420, -9065011, 3590963, 24028]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_NassauCo_2007/ept.json'],1
174,FL_OkaloosaCo,"[[-9662115, 3538479, -23971, -9614223, 3586371, 23921], [-9680373, 3551712, -40593, -9598813, 3633272, 40967]]","['2007', '2008']","['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_OkaloosaCo_2007/ept.json', 'https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_OkaloosaCo_2008/ept.json']",2
175,FL_Panhandle_TL,"[[-9595278, 3575816, -56568, -9482054, 3689040, 56656]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Panhandle_TL_2018/ept.json'],1
176,FL_PascoCo,"[[-9229940, 3270225, -16197, -9196774, 3303391, 16969], [-9213297, 3254982, -30455, -9151079, 3317200, 31763]]","['2007', '2011']","['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_PascoCo_2007/ept.json', 'https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_PascoCo_2011/ept.json']",2
177,FL_Peninsular_FDEM_Clay,"[[-9140733, 3465970, -31877, -9076831, 3529872, 32025]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_FDEM_Clay_2018/ept.json'],1
178,FL_Peninsular_FDEM_Desoto,"[[-9135459, 3118653, -27663, -9078873, 3175239, 28923]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_FDEM_Desoto_2018/ept.json'],1
179,FL_Peninsular_FDEM_Duval,"[[-9135440, 3509802, -38746, -9057838, 3587404, 38856]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_FDEM_Duval_2018/ept.json'],1
180,FL_Peninsular_FDEM_Glades,"[[-9080549, 3083575, -38023, -9003583, 3160541, 38943]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_FDEM_Glades_2018/ept.json'],1
181,FL_Peninsular_FDEM_Manatee,"[[-9212771, 3138481, -38126, -9135447, 3215805, 39198]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_FDEM_Manatee_2018/ept.json'],1
182,FL_Peninsular_FDEM_Nassau,"[[-9135539, 3539700, -36064, -9063309, 3611930, 36166]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_FDEM_Nassau_2018/ept.json'],1
183,FL_Peninsular_FDEM_Orange,"[[-9090267, 3287909, -32234, -9024205, 3353971, 33828]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_FDEM_Orange_2018/ept.json'],1
184,FL_Peninsular_Flagler,"[[-9075093, 3408483, -23602, -9027777, 3455799, 23714]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_Flagler_2019/ept.json'],1
185,FL_Peninsular_Hernando,"[[-9204982, 3284447, -35030, -9133798, 3355631, 36154]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_Hernando_2019/ept.json'],1
186,FL_Peninsular_Pinellas,"[[-9244380, 3199322, -36544, -9171558, 3272144, 36278]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_Pinellas_2018/ept.json'],1
187,FL_Peninsular_Sumter,"[[-9183525, 3289707, -40846, -9101535, 3371697, 41144]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Peninsular_Sumter_2018/ept.json'],1
188,FL_PinellasCo,"[[-9244367, 3199298, -36031, -9171549, 3272116, 36787]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_PinellasCo_2007/ept.json'],1
189,FL_Sarasota,"[[-9207554, 3112577, -35591, -9135434, 3184697, 36529]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_Sarasota_2007/ept.json'],1
190,FL_StJohnsCo,"[[-9106537, 3454991, -40555, -9025393, 3536135, 40589]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_StJohnsCo_2008/ept.json'],1
191,FL_StJohnsRiver_WMD,"[[-9143998, 3420386, -40461, -9062772, 3501612, 40765]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_StJohnsRiver_WMD_2012/ept.json'],1
192,FL_SuwanneeRiver-Area1,"[[-9265515, 3491613, -27243, -9210607, 3546521, 27665]]",['2013'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver-Area1_2013/ept.json'],1
193,FL_SuwanneeRiver-Area2,"[[-9279301, 3546163, -4902, -9269069, 3556395, 5330]]",['2013'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver-Area2_2013/ept.json'],1
194,FL_SuwanneeRiver-Area3,"[[-9185863, 3527134, -9154, -9167203, 3545794, 9506]]",['2013'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver-Area3_2013/ept.json'],1
195,FL_SuwanneeRiver-Area4,"[[-9231626, 3461972, -15770, -9199686, 3493912, 16170]]",['2013'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver-Area4_2013/ept.json'],1
196,FL_SuwanneeRiver-FY12-Area4-5,"[[-9278344, 3505896, -23622, -9230666, 3553574, 24056]]",['2013'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver-FY12-Area4-5_2013/ept.json'],1
197,FL_SuwanneeRiver,"[[-9175427, 3465564, -29219, -9116643, 3524348, 29565], [-9220691, 3483815, -13822, -9192671, 3511835, 14198]]","['2012', '2013']","['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver_2012/ept.json', 'https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver_2013/ept.json']",2
198,FL_SuwanneeRiver_North,"[[-9273559, 3439685, -67314, -9137681, 3575563, 68564]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_SuwanneeRiver_North_2011/ept.json'],1
199,FL_WaltonAFB,"[[-9634232, 3537049, -55783, -9538154, 3633127, 40295]]",['2006-2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/FL_WaltonAFB_2006-2008/ept.json'],1
200,GA_Bibb_Jasper_Jones_Monroe,"[[-9379944, 3849810, -57430, -9263978, 3965776, 58536]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Bibb_Jasper_Jones_Monroe_2010/ept.json'],1
201,GA_Bryan_County,"[[-9065200, 3724790, -18089, -9028986, 3761004, 18125]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Bryan_County_2010/ept.json'],1
202,GA_Camden_County,"[[-9112425, 3594966, -28028, -9054929, 3652462, 29468]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Camden_County_2010/ept.json'],1
203,GA_Central_2,"[[-9540929, 3700483, -114719, -9311007, 3930405, 115203]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Central_2_2018/ept.json'],1
204,GA_Charlton_Brantley_Camden,"[[-9193736, 3551116, -64371, -9063398, 3681454, 65967]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Charlton_Brantley_Camden_2010/ept.json'],1
205,GA_Effingham_Screven_Bulloch,"[[-10423149, 2495275, -127, -7738609, 5179815, 2684413]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Effingham_Screven_Bulloch_2010/ept.json'],1
206,GA_Harris_County,"[[-9482935, 3830592, -28045, -9425491, 3888036, 29399]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Harris_County_2010/ept.json'],1
207,GA_Heard_County,"[[-9495531, 3911230, -20190, -9453551, 3953210, 21790]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Heard_County_2010/ept.json'],1
208,GA_McIntosh_County,"[[-9088117, 3670587, -27882, -9032087, 3726617, 28148]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_McIntosh_County_2010/ept.json'],1
209,GA_PotatoCreek,"[[-9416157, 3866368, -30689, -9353929, 3928596, 31539]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_PotatoCreek_2009/ept.json'],1
210,GA_Statewide_B1,"[[-9583830, 3980691, -91133, -9400820, 4163701, 91877]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Statewide_B1_2018/ept.json'],1
211,GA_Walton_County,"[[-9348669, 3970945, -25819, -9296463, 4023151, 26387]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Walton_County_2010/ept.json'],1
212,GA_WayneCo,"[[-9153659, 3676110, -32347, -9087247, 3742522, 34065]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_WayneCo_2010/ept.json'],1
213,GA_Wayne_Long_McIntosh,"[[-9165199, 3656427, -47621, -9068243, 3753383, 49335]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/GA_Wayne_Long_McIntosh_2010/ept.json'],1
214,Guam,"[[16093443, 1486253, -24769, 16141895, 1534705, 23683]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/Guam_2012/ept.json'],1
215,IA,"[[-10758075, 4793202, -361911, -10034133, 5517144, 362031]]",['FullState'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IA_FullState/ept.json'],1
216,IA_SouthCentral_1,"[[-10553585, 4948924, -68891, -10414825, 5087684, 69869]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IA_SouthCentral_1_2020/ept.json'],1
217,ID_CityofRocks,"[[-12669862, 5158808, -10995, -12643568, 5185102, 15299]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ID_CityofRocks_2011/ept.json'],1
218,ID_CoeurDAlene,"[[-12973644, 6024900, -4358, -12963412, 6035132, 5874]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ID_CoeurDAlene_2009/ept.json'],1
219,ID_DryCreek,"[[-12933927, 5416047, -4408, -12921955, 5428019, 7564]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ID_DryCreek_2007/ept.json'],1
220,ID_USGSTributary,"[[-13026751, 6035665, -178, -13022879, 6039537, 3694]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ID_USGSTributary_2008/ept.json'],1
221,IL_8County_B1,"[[-9851608, 4740265, -55188, -9740734, 4851139, 55686]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_8County_B1_2020/ept.json'],1
222,IL_8County_B2,"[[-9839207, 4652868, -50572, -9737625, 4754450, 51010]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_8County_B2_2020/ept.json'],1
223,IL_8County_PlusChampaign_B1,"[[-9857348, 4846924, -39123, -9778500, 4925772, 39725]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_8County_PlusChampaign_B1_2019/ept.json'],1
224,IL_BooneCo,"[[-9619663, 5187948, 320, -9618817, 5188794, 1166]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_BooneCo_2007/ept.json'],1
225,IL_HenryCo,"[[-10067478, 5034305, -31611, -10002790, 5098993, 33077]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_HenryCo_2009/ept.json'],1
226,IL_Johnson-Pulaski_MassacCos,"[[-9938708, 4435995, -44024, -9850102, 4524601, 44582]]",['2012-2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_Johnson-Pulaski_MassacCos_2012-2014/ept.json'],1
227,IL_KendallCo,"[[-9864078, 5079592, -19700, -9823434, 5120236, 20944]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_KendallCo_2010/ept.json'],1
228,IL_Peoria,"[[-10022910, 4939374, -34858, -9952290, 5009994, 35762]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_Peoria_2008/ept.json'],1
229,IL_SalineRiver,"[[-9926147, 4498821, -62204, -9801053, 4623915, 62890]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_SalineRiver_2010/ept.json'],1
230,IL_SangamonRiver,"[[-9972724, 4813904, -20755, -9930290, 4856338, 21679]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_SangamonRiver_2011/ept.json'],1
231,IL_Wabash-Saline-FEMA,"[[-9924829, 4492000, -68845, -9786453, 4630376, 69531]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_Wabash-Saline-FEMA_2011/ept.json'],1
232,IL_WabashRiver,"[[-9892098, 4546590, -140767, -9609826, 4828862, 141505]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IL_WabashRiver_2010/ept.json'],1
233,IN_LakeErie,"[[-9536434, 5039155, -48720, -9437990, 5137599, 49724]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_LakeErie_2010/ept.json'],1
234,IN_Statewide-BartholomewCo,"[[-9582948, 4726892, -22437, -9537486, 4772354, 23025]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-BartholomewCo_2011/ept.json'],1
235,IN_Statewide-BooneCo,"[[-9651511, 4847410, -25480, -9599541, 4899380, 26490]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-BooneCo_2011/ept.json'],1
236,IN_Statewide-BrownCo,"[[-9622264, 4726686, -22514, -9576704, 4772246, 23046]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-BrownCo_2011/ept.json'],1
237,IN_Statewide-CarrollCo,"[[-9661121, 4926509, -23915, -9612877, 4974753, 24329]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-CarrollCo_2011/ept.json'],1
238,IN_Statewide-CassCo,"[[-9642301, 4947453, -25990, -9589709, 5000045, 26602]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-CassCo_2011/ept.json'],1
239,IN_Statewide-ClintonCo,"[[-9651339, 4885242, -25765, -9599273, 4937308, 26301]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-ClintonCo_2011/ept.json'],1
240,IN_Statewide-CrawfordCo,"[[-9650559, 4591489, -25103, -9599933, 4642115, 25523]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-CrawfordCo_2011/ept.json'],1
241,IN_Statewide-ElkhartCo,"[[-9580553, 5077238, -24362, -9531431, 5126360, 24760]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/IN_Statewide-ElkhartCo_2011/ept.json'],1
